app_id,pid,parent_pid,process_name,executable_path,start_time_ticks,discovered_at,last_seen,state,status
APP_4551_5855,4551,3997,ibus-daemon,/usr/bin/ibus-daemon,5855,1787137254,1787137254,S,ACTIVE
APP_4553_5855,4553,3997,gsd-a11y-settin,/usr/libexec/gsd-a11y-settings,5855,1787137254,1787137254,S,ACTIVE
APP_4554_5855,4554,3997,gsd-color,/usr/libexec/gsd-color,5855,1787137254,1787137254,S,ACTIVE
APP_4556_5856,4556,3997,gsd-datetime,/usr/libexec/gsd-datetime,5856,1787137254,1787137254,S,ACTIVE
APP_4559_5856,4559,3997,gsd-housekeepin,/usr/libexec/gsd-housekeeping,5856,1787137254,1787137254,S,ACTIVE
APP_4562_5856,4562,3997,gsd-keyboard,/usr/libexec/gsd-keyboard,5856,1787137254,1787137254,S,ACTIVE
APP_4566_5856,4566,3997,gsd-media-keys,/usr/libexec/gsd-media-keys,5856,1787137254,1787137254,S,ACTIVE
APP_4567_5856,4567,3997,gsd-power,/usr/libexec/gsd-power,5856,1787137254,1787137254,S,ACTIVE
APP_4569_5856,4569,3997,gsd-print-notif,/usr/libexec/gsd-print-notifications,5856,1787137254,1787137254,S,ACTIVE
APP_4574_5857,4574,3997,gsd-rfkill,/usr/libexec/gsd-rfkill,5857,1787137254,1787137254,S,ACTIVE
APP_4579_5857,4579,3997,gsd-screensaver,/usr/libexec/gsd-screensaver-proxy,5857,1787137254,1787137254,S,ACTIVE
APP_4587_5857,4587,3997,gsd-sharing,/usr/libexec/gsd-sharing,5857,1787137254,1787137254,S,ACTIVE
APP_4588_5857,4588,3997,gsd-smartcard,/usr/libexec/gsd-smartcard,5857,1787137254,1787137254,S,ACTIVE
APP_4592_5858,4592,3997,update-notifier,/usr/bin/update-notifier,5858,1787137254,1787137254,S,ACTIVE
APP_4605_5859,4605,3997,gsd-disk-utilit,/usr/libexec/gsd-disk-utility-notify,5859,1787137254,1787137254,S,ACTIVE
APP_4614_5859,4614,3997,evolution-alarm,/usr/libexec/evolution-data-server/evolution-alarm-notify,5859,1787137254,1787137254,S,ACTIVE
APP_4628_5860,4628,3997,gsd-sound,/usr/libexec/gsd-sound,5860,1787137254,1787137254,S,ACTIVE
APP_4667_5862,4667,4551,ibus-dconf,/usr/libexec/ibus-dconf,5862,1787137254,1787137254,S,ACTIVE
APP_4674_5863,4674,3997,gsd-usb-protect,/usr/libexec/gsd-usb-protection,5863,1787137254,1787137254,S,ACTIVE
APP_4675_5863,4675,3997,gsd-wwan,/usr/libexec/gsd-wwan,5863,1787137254,1787137254,S,ACTIVE
APP_4687_5865,4687,4551,ibus-extension-,/usr/libexec/ibus-extension-gtk3,5865,1787137254,1787137254,S,ACTIVE
APP_4703_5866,4703,3997,ibus-portal,/usr/libexec/ibus-portal,5866,1787137254,1787137254,S,ACTIVE
APP_4724_5868,4724,3997,gsd-printer,/usr/libexec/gsd-printer,5868,1787137254,1787137254,S,ACTIVE
APP_4726_5868,4726,3997,goa-daemon,/usr/libexec/goa-daemon,5868,1787137254,1787137254,S,ACTIVE
APP_4773_5873,4773,3997,localsearch-3,/usr/libexec/localsearch-3,5873,1787137254,1787137254,S,ACTIVE
APP_4776_5873,4776,3997,xdg-desktop-por,/usr/libexec/xdg-desktop-portal,5873,1787137254,1787137254,S,ACTIVE
APP_4783_5874,4783,3997,evolution-calen,/usr/libexec/evolution-calendar-factory,5874,1787137254,1787137254,S,ACTIVE
APP_4790_5875,4790,3997,gjs,/usr/bin/gjs-console,5875,1787137254,1787137254,S,ACTIVE
APP_4795_5875,4795,3997,goa-identity-se,/usr/libexec/goa-identity-service,5875,1787137254,1787137254,S,ACTIVE
APP_4823_5877,4823,3997,xdg-desktop-por,/usr/libexec/xdg-desktop-portal-gnome,5877,1787137254,1787137254,S,ACTIVE
APP_4838_5883,4838,3997,evolution-addre,/usr/libexec/evolution-addressbook-factory,5883,1787137254,1787137254,S,ACTIVE
APP_4847_5886,4847,3997,gvfs-udisks2-vo,/usr/libexec/gvfs-udisks2-volume-monitor,5886,1787137254,1787137254,S,ACTIVE
APP_4867_5889,4867,4551,ibus-engine-sim,/usr/libexec/ibus-engine-simple,5889,1787137254,1787137254,S,ACTIVE
APP_4868_5889,4868,3997,gvfs-mtp-volume,/usr/libexec/gvfs-mtp-volume-monitor,5889,1787137254,1787137254,S,ACTIVE
APP_4880_5891,4880,3997,gvfs-afc-volume,/usr/libexec/gvfs-afc-volume-monitor,5891,1787137254,1787137254,S,ACTIVE
APP_4886_5893,4886,3997,gvfs-gphoto2-vo,/usr/libexec/gvfs-gphoto2-volume-monitor,5893,1787137254,1787137254,S,ACTIVE
APP_4891_5895,4891,3997,gvfs-goa-volume,/usr/libexec/gvfs-goa-volume-monitor,5895,1787137254,1787137254,S,ACTIVE
APP_4942_5919,4942,3997,gvfsd-metadata,/usr/libexec/gvfsd-metadata,5919,1787137254,1787137254,S,ACTIVE
APP_5064_5930,5064,3997,dconf-service,/usr/libexec/dconf-service,5930,1787137254,1787137254,S,ACTIVE
APP_5148_5945,5148,4414,gvfsd-trash,/usr/libexec/gvfsd-trash,5945,1787137254,1787137254,S,ACTIVE
APP_5181_5969,5181,3997,snapd-desktop-i,/snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration,5969,1787137254,1787137254,S,ACTIVE
APP_5189_5970,5189,3997,xdg-desktop-por,/usr/libexec/xdg-desktop-portal-gtk,5970,1787137254,1787137254,S,ACTIVE
APP_5328_5983,5328,5181,snapd-desktop-i,/snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration,5983,1787137254,1787137254,S,ACTIVE
APP_5518_8666,5518,3997,ptyxis,/usr/bin/ptyxis,8666,1787137254,1787137254,R,ACTIVE
APP_5542_8686,5542,5518,ptyxis-agent,/usr/libexec/ptyxis-agent,8686,1787137254,1787137254,S,ACTIVE
APP_5618_9975,5618,1,fwupd,-,9975,1787137254,1787137254,S,ACTIVE
APP_8750_395643,8750,3997,snap,/usr/bin/snap,395643,1787137254,1787137254,S,ACTIVE
APP_10891_413676,10891,4437,Xwayland,/usr/bin/Xwayland,413676,1787137254,1787137254,S,ACTIVE
APP_10948_413689,10948,3997,gsd-xsettings,/usr/libexec/gsd-xsettings,413689,1787137254,1787137254,S,ACTIVE
APP_10957_413692,10957,4437,mutter-x11-fram,/usr/libexec/mutter-x11-frames,413692,1787137254,1787137254,S,ACTIVE
APP_11008_413702,11008,3997,ibus-x11,/usr/libexec/ibus-x11,413702,1787137254,1787137254,S,ACTIVE
APP_14273_445467,14273,3997,obexd,/usr/libexec/bluetooth/obexd,445467,1787137254,1787137254,S,ACTIVE
APP_22406_743263,22406,4437,bwrap,/usr/bin/bwrap,743263,1787137254,1787137254,S,ACTIVE
APP_22408_743265,22408,22406,bwrap,/usr/bin/bwrap,743265,1787137254,1787137254,S,ACTIVE
APP_22409_743266,22409,22408,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,743266,1787137254,1787137254,S,ACTIVE
APP_22590_763589,22590,3997,ssh-agent,-,763589,1787137254,1787137254,S,ACTIVE
APP_28855_908470,28855,3997,dconf,/usr/bin/dconf,908470,1787137254,1787137254,S,ACTIVE
APP_28918_908876,28918,4414,gvfsd-http,/usr/libexec/gvfsd-http,908876,1787137254,1787137254,S,ACTIVE
APP_40363_1061004,40363,1,postgres,-,1061004,1787137254,1787137254,S,ACTIVE
APP_40364_1061007,40364,40363,postgres,-,1061007,1787137254,1787137254,S,ACTIVE
APP_40365_1061007,40365,40363,postgres,-,1061007,1787137254,1787137254,S,ACTIVE
APP_40366_1061007,40366,40363,postgres,-,1061007,1787137254,1787137254,S,ACTIVE
APP_40367_1061007,40367,40363,postgres,-,1061007,1787137254,1787137254,S,ACTIVE
APP_40368_1061007,40368,40363,postgres,-,1061007,1787137254,1787137254,S,ACTIVE
APP_40370_1061008,40370,40363,postgres,-,1061008,1787137254,1787137254,S,ACTIVE
APP_40371_1061008,40371,40363,postgres,-,1061008,1787137254,1787137254,S,ACTIVE
APP_40372_1061008,40372,40363,postgres,-,1061008,1787137254,1787137254,S,ACTIVE
APP_41169_1066611,41169,1,mysqld,-,1066611,1787137254,1787137254,S,ACTIVE
APP_48588_1474099,48588,4414,gvfsd-recent,/usr/libexec/gvfsd-recent,1474099,1787137254,1787137254,S,ACTIVE
APP_48589_1474099,48589,4414,gvfsd-network,/usr/libexec/gvfsd-network,1474099,1787137254,1787137254,S,ACTIVE
APP_48602_1474101,48602,4414,gvfsd-dnssd,/usr/libexec/gvfsd-dnssd,1474101,1787137254,1787137254,S,ACTIVE
APP_48608_1474104,48608,4414,gvfsd-wsdd,/usr/libexec/gvfsd-wsdd,1474104,1787137254,1787137254,S,ACTIVE
APP_48613_1474105,48613,48608,python3,/usr/bin/python3.14,1474105,1787137254,1787137254,S,ACTIVE
APP_48617_1474428,48617,1,uuidd,-,1474428,1787137254,1787137254,S,ACTIVE
APP_50003_1537011,50003,3997,adb,/home/rishi/Android/Sdk/platform-tools/adb,1537011,1787137254,1787137254,S,ACTIVE
APP_59782_2784337,59782,1,sshd,-,2784337,1787137254,1787137254,S,ACTIVE
APP_61549_2870315,61549,1,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,2870315,1787137254,1787137254,S,ACTIVE
APP_61689_2870571,61689,1,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,2870571,1787137254,1787137254,S,ACTIVE
APP_61928_2870987,61928,1,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,2870987,1787137254,1787137254,S,ACTIVE
APP_62720_2903354,62720,3997,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,2903354,1787137254,1787137254,S,ACTIVE
APP_62848_2903603,62848,1,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,2903603,1787137254,1787137254,S,ACTIVE
APP_67346_3065426,67346,5542,bash,/usr/bin/bash,3065426,1787137254,1787137254,S,ACTIVE
APP_74198_9664238,74198,4414,gvfsd-computer,/usr/libexec/gvfsd-computer,9664238,1787137254,1787137254,S,ACTIVE
APP_105437_18298120,105437,4437,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18298120,1787137254,1787137254,S,ACTIVE
APP_105595_18298802,105595,105437,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18298802,1787137254,1787137254,S,ACTIVE
APP_105598_18298802,105598,105437,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18298802,1787137254,1787137254,S,ACTIVE
APP_105751_18299468,105751,105595,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18299468,1787137254,1787137254,S,ACTIVE
APP_105757_18299656,105757,105437,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18299656,1787137254,1787137254,S,ACTIVE
APP_106015_18300397,106015,105598,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18300397,1787137254,1787137254,S,ACTIVE
APP_106160_18313408,106160,105437,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,18313408,1787137254,1787137254,S,ACTIVE
APP_115591_19779267,115591,3997,nautilus,/usr/bin/nautilus,19779267,1787137254,1787137254,S,ACTIVE
APP_140892_26651254,140892,4437,chrome,/opt/google/chrome/chrome,26651254,1787137254,1787137254,S,ACTIVE
APP_140898_26651260,140898,140892,cat,/usr/lib/cargo/bin/coreutils/cat,26651260,1787137254,1787137254,S,ACTIVE
APP_140899_26651260,140899,140892,cat,/usr/lib/cargo/bin/coreutils/cat,26651260,1787137254,1787137254,S,ACTIVE
APP_140901_26651269,140901,3997,chrome_crashpad,/opt/google/chrome/chrome_crashpad_handler,26651269,1787137254,1787137254,S,ACTIVE
APP_140903_26651270,140903,3997,chrome_crashpad,/opt/google/chrome/chrome_crashpad_handler,26651270,1787137254,1787137254,S,ACTIVE
APP_140911_26651295,140911,140892,chrome,/opt/google/chrome/chrome,26651295,1787137254,1787137254,S,ACTIVE
APP_140912_26651295,140912,140892,chrome,/opt/google/chrome/chrome,26651295,1787137254,1787137254,S,ACTIVE
APP_140914_26651305,140914,140912,chrome,/opt/google/chrome/chrome,26651305,1787137254,1787137254,S,ACTIVE
APP_140943_26651577,140943,140911,chrome,/opt/google/chrome/chrome,26651577,1787137254,1787137254,S,ACTIVE
APP_140945_26651578,140945,140892,chrome,/opt/google/chrome/chrome,26651578,1787137254,1787137254,S,ACTIVE
APP_140967_26651605,140967,140914,chrome,/opt/google/chrome/chrome,26651605,1787137254,1787137254,S,ACTIVE
APP_141020_26651913,141020,140914,chrome,/opt/google/chrome/chrome,26651913,1787137254,1787137254,S,ACTIVE
APP_141047_26651945,141047,140914,chrome,/opt/google/chrome/chrome,26651945,1787137254,1787137254,S,ACTIVE
APP_141130_26652009,141130,140914,chrome,/opt/google/chrome/chrome,26652009,1787137254,1787137254,S,ACTIVE
APP_141174_26652449,141174,140914,chrome,/opt/google/chrome/chrome,26652449,1787137254,1787137254,S,ACTIVE
APP_141201_26653053,141201,140914,chrome,/opt/google/chrome/chrome,26653053,1787137254,1787137254,S,ACTIVE
APP_141286_26655018,141286,140892,chrome,/opt/google/chrome/chrome,26655018,1787137254,1787137254,S,ACTIVE
APP_141643_26692643,141643,3997,glycin-svg,/usr/libexec/glycin-loaders/2+/glycin-svg,26692643,1787137254,1787137254,S,ACTIVE
APP_141703_26692655,141703,3997,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,26692655,1787137254,1787137254,S,ACTIVE
APP_142594_26744231,142594,3997,glycin-svg,/usr/libexec/glycin-loaders/2+/glycin-svg,26744231,1787137254,1787137254,S,ACTIVE
APP_142688_26746323,142688,1,boltd,-,26746323,1787137254,1787137254,S,ACTIVE
APP_143050_26750250,143050,1,ubuntu-advantag,-,26750250,1787137254,1787137254,S,ACTIVE
APP_144438_26813716,144438,1,snapd,-,26813716,1787137254,1787137254,S,ACTIVE
APP_147707_26826812,147707,1,canonical-livep,-,26826812,1787137254,1787137254,S,ACTIVE
APP_151127_26890925,151127,115591,bwrap,/usr/bin/bwrap,26890925,1787137254,1787137254,S,ACTIVE
APP_151128_26890926,151128,151127,bwrap,/usr/bin/bwrap,26890926,1787137254,1787137254,S,ACTIVE
APP_151129_26890927,151129,151128,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,26890927,1787137254,1787137254,S,ACTIVE
APP_151736_26913044,151736,140914,chrome,/opt/google/chrome/chrome,26913044,1787137254,1787137254,S,ACTIVE
APP_152042_26961268,152042,140914,chrome,/opt/google/chrome/chrome,26961268,1787137254,1787137254,S,ACTIVE
APP_153577_27054169,153577,140914,chrome,/opt/google/chrome/chrome,27054169,1787137254,1787137254,S,ACTIVE
APP_157325_27432391,157325,140914,chrome,/opt/google/chrome/chrome,27432391,1787137254,1787137254,S,ACTIVE
APP_158967_30068108,158967,140914,chrome,/opt/google/chrome/chrome,30068108,1787137254,1787137254,S,ACTIVE
APP_159057_30070614,159057,140914,chrome,/opt/google/chrome/chrome,30070614,1787137254,1787137254,S,ACTIVE
APP_162583_30343149,162583,140914,chrome,/opt/google/chrome/chrome,30343149,1787137254,1787137254,S,ACTIVE
APP_163523_30452654,163523,3997,seahorse,/usr/bin/seahorse,30452654,1787137254,1787137254,S,ACTIVE
APP_163779_30453168,163779,4437,snap-store,/snap/snap-store/1390/bin/snap-store,30453168,1787137254,1787137254,S,ACTIVE
APP_173150_35237906,173150,67346,opencode,/home/rishi/.opencode/bin/opencode,35237906,1787137254,1787137254,R,ACTIVE
APP_175860_35910810,175860,4437,gjs,/usr/bin/gjs-console,35910810,1787137254,1787137254,S,ACTIVE
APP_176454_35944934,176454,140914,chrome,/opt/google/chrome/chrome,35944934,1787137254,1787137254,S,ACTIVE
APP_176463_35944942,176463,140914,chrome,/opt/google/chrome/chrome,35944942,1787137254,1787137254,S,ACTIVE
APP_176464_35944943,176464,140914,chrome,/opt/google/chrome/chrome,35944943,1787137254,1787137254,S,ACTIVE
APP_176502_35945057,176502,140914,chrome,/opt/google/chrome/chrome,35945057,1787137254,1787137254,S,ACTIVE
APP_176629_35948592,176629,140914,chrome,/opt/google/chrome/chrome,35948592,1787137254,1787137254,S,ACTIVE
APP_178186_36160494,178186,4773,localsearch-ext,/usr/libexec/localsearch-extractor-3,36160494,1787137254,1787137254,S,ACTIVE
