app_id,pid,start_time_ticks,process_name,executable,discovered_at,last_seen,status,worker_id,job_in_progress
APP_4687_5865,4687,5865,ibus-extension-,/usr/libexec/ibus-extension-gtk3,1787121603,1787121603,ACTIVE,0,0
APP_4703_5866,4703,5866,ibus-portal,/usr/libexec/ibus-portal,1787121603,1787121603,ACTIVE,0,0
APP_4724_5868,4724,5868,gsd-printer,/usr/libexec/gsd-printer,1787121603,1787121603,ACTIVE,0,0
APP_4726_5868,4726,5868,goa-daemon,/usr/libexec/goa-daemon,1787121603,1787121603,ACTIVE,0,0
APP_4773_5873,4773,5873,localsearch-3,/usr/libexec/localsearch-3,1787121603,1787121603,ACTIVE,0,0
APP_4776_5873,4776,5873,xdg-desktop-por,/usr/libexec/xdg-desktop-portal,1787121603,1787121603,ACTIVE,0,0
APP_4783_5874,4783,5874,evolution-calen,/usr/libexec/evolution-calendar-factory,1787121603,1787121603,ACTIVE,0,0
APP_4790_5875,4790,5875,gjs,/usr/bin/gjs-console,1787121603,1787121603,ACTIVE,0,0
APP_4795_5875,4795,5875,goa-identity-se,/usr/libexec/goa-identity-service,1787121603,1787121603,ACTIVE,0,0
APP_4823_5877,4823,5877,xdg-desktop-por,/usr/libexec/xdg-desktop-portal-gnome,1787121603,1787121603,ACTIVE,0,0
APP_4838_5883,4838,5883,evolution-addre,/usr/libexec/evolution-addressbook-factory,1787121603,1787121603,ACTIVE,0,0
APP_4847_5886,4847,5886,gvfs-udisks2-vo,/usr/libexec/gvfs-udisks2-volume-monitor,1787121603,1787121603,ACTIVE,0,0
APP_4867_5889,4867,5889,ibus-engine-sim,/usr/libexec/ibus-engine-simple,1787121603,1787121603,ACTIVE,0,0
APP_4868_5889,4868,5889,gvfs-mtp-volume,/usr/libexec/gvfs-mtp-volume-monitor,1787121603,1787121603,ACTIVE,0,0
APP_4880_5891,4880,5891,gvfs-afc-volume,/usr/libexec/gvfs-afc-volume-monitor,1787121603,1787121603,ACTIVE,0,0
APP_4886_5893,4886,5893,gvfs-gphoto2-vo,/usr/libexec/gvfs-gphoto2-volume-monitor,1787121603,1787121603,ACTIVE,0,0
APP_4891_5895,4891,5895,gvfs-goa-volume,/usr/libexec/gvfs-goa-volume-monitor,1787121603,1787121603,ACTIVE,0,0
APP_4942_5919,4942,5919,gvfsd-metadata,/usr/libexec/gvfsd-metadata,1787121603,1787121603,ACTIVE,0,0
APP_5064_5930,5064,5930,dconf-service,/usr/libexec/dconf-service,1787121603,1787121603,ACTIVE,0,0
APP_5148_5945,5148,5945,gvfsd-trash,/usr/libexec/gvfsd-trash,1787121603,1787121603,ACTIVE,0,0
APP_5181_5969,5181,5969,snapd-desktop-i,/snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration,1787121603,1787121603,ACTIVE,0,0
APP_5189_5970,5189,5970,xdg-desktop-por,/usr/libexec/xdg-desktop-portal-gtk,1787121603,1787121603,ACTIVE,0,0
APP_5328_5983,5328,5983,snapd-desktop-i,/snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration,1787121603,1787121603,ACTIVE,0,0
APP_5518_8666,5518,8666,ptyxis,/usr/bin/ptyxis,1787121603,1787121603,ACTIVE,0,0
APP_5532_8669,5532,8669,xdg-terminal-ex,-,1787121603,1787121603,ACTIVE,0,0
APP_5542_8686,5542,8686,ptyxis-agent,/usr/libexec/ptyxis-agent,1787121603,1787121603,ACTIVE,0,0
APP_8750_395643,8750,395643,snap,/usr/bin/snap,1787121603,1787121603,ACTIVE,0,0
APP_10891_413676,10891,413676,Xwayland,/usr/bin/Xwayland,1787121603,1787121603,ACTIVE,0,0
APP_10948_413689,10948,413689,gsd-xsettings,/usr/libexec/gsd-xsettings,1787121603,1787121603,ACTIVE,0,0
APP_10957_413692,10957,413692,mutter-x11-fram,/usr/libexec/mutter-x11-frames,1787121603,1787121603,ACTIVE,0,0
APP_11008_413702,11008,413702,ibus-x11,/usr/libexec/ibus-x11,1787121603,1787121603,ACTIVE,0,0
APP_14273_445467,14273,445467,obexd,/usr/libexec/bluetooth/obexd,1787121603,1787121603,ACTIVE,0,0
APP_22406_743263,22406,743263,bwrap,/usr/bin/bwrap,1787121603,1787121603,ACTIVE,0,0
APP_22408_743265,22408,743265,bwrap,/usr/bin/bwrap,1787121603,1787121603,ACTIVE,0,0
APP_22409_743266,22409,743266,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,1787121603,1787121603,ACTIVE,0,0
APP_22590_763589,22590,763589,ssh-agent,-,1787121603,1787121603,ACTIVE,0,0
APP_28855_908470,28855,908470,dconf,/usr/bin/dconf,1787121603,1787121603,ACTIVE,0,0
APP_28918_908876,28918,908876,gvfsd-http,/usr/libexec/gvfsd-http,1787121603,1787121603,ACTIVE,0,0
APP_48588_1474099,48588,1474099,gvfsd-recent,/usr/libexec/gvfsd-recent,1787121603,1787121603,ACTIVE,0,0
APP_48589_1474099,48589,1474099,gvfsd-network,/usr/libexec/gvfsd-network,1787121603,1787121603,ACTIVE,0,0
APP_48602_1474101,48602,1474101,gvfsd-dnssd,/usr/libexec/gvfsd-dnssd,1787121603,1787121603,ACTIVE,0,0
APP_48608_1474104,48608,1474104,gvfsd-wsdd,/usr/libexec/gvfsd-wsdd,1787121603,1787121603,ACTIVE,0,0
APP_48613_1474105,48613,1474105,python3,/usr/bin/python3.14,1787121603,1787121603,ACTIVE,0,0
APP_50003_1537011,50003,1537011,adb,/home/rishi/Android/Sdk/platform-tools/adb,1787121603,1787121603,ACTIVE,0,0
APP_61549_2870315,61549,2870315,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,1787121603,1787121603,ACTIVE,0,0
APP_61689_2870571,61689,2870571,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,1787121603,1787121603,ACTIVE,0,0
APP_61928_2870987,61928,2870987,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,1787121603,1787121603,ACTIVE,0,0
APP_62720_2903354,62720,2903354,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,1787121603,1787121603,ACTIVE,0,0
APP_62848_2903603,62848,2903603,java,/usr/lib/jvm/java-21-openjdk-amd64/bin/java,1787121603,1787121603,ACTIVE,0,0
APP_67346_3065426,67346,3065426,bash,/usr/bin/bash,1787121603,1787121603,ACTIVE,0,0
APP_74198_9664238,74198,9664238,gvfsd-computer,/usr/libexec/gvfsd-computer,1787121603,1787121603,ACTIVE,0,0
APP_105437_18298120,105437,18298120,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_105595_18298802,105595,18298802,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_105598_18298802,105598,18298802,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_105751_18299468,105751,18299468,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_105757_18299656,105757,18299656,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_106015_18300397,106015,18300397,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_106160_18313408,106160,18313408,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_115591_19779267,115591,19779267,nautilus,/usr/bin/nautilus,1787121603,1787121603,ACTIVE,0,0
APP_140892_26651254,140892,26651254,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140898_26651260,140898,26651260,cat,/usr/lib/cargo/bin/coreutils/cat,1787121603,1787121603,ACTIVE,0,0
APP_140899_26651260,140899,26651260,cat,/usr/lib/cargo/bin/coreutils/cat,1787121603,1787121603,ACTIVE,0,0
APP_140901_26651269,140901,26651269,chrome_crashpad,/opt/google/chrome/chrome_crashpad_handler,1787121603,1787121603,ACTIVE,0,0
APP_140903_26651270,140903,26651270,chrome_crashpad,/opt/google/chrome/chrome_crashpad_handler,1787121603,1787121603,ACTIVE,0,0
APP_140911_26651295,140911,26651295,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140912_26651295,140912,26651295,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140914_26651305,140914,26651305,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140943_26651577,140943,26651577,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140945_26651578,140945,26651578,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_140967_26651605,140967,26651605,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141020_26651913,141020,26651913,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141047_26651945,141047,26651945,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141130_26652009,141130,26652009,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141174_26652449,141174,26652449,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141201_26653053,141201,26653053,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141286_26655018,141286,26655018,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_141643_26692643,141643,26692643,glycin-svg,/usr/libexec/glycin-loaders/2+/glycin-svg,1787121603,1787121603,ACTIVE,0,0
APP_141703_26692655,141703,26692655,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,1787121603,1787121603,ACTIVE,0,0
APP_142594_26744231,142594,26744231,glycin-svg,/usr/libexec/glycin-loaders/2+/glycin-svg,1787121603,1787121603,ACTIVE,0,0
APP_151127_26890925,151127,26890925,bwrap,/usr/bin/bwrap,1787121603,1787121603,ACTIVE,0,0
APP_151128_26890926,151128,26890926,bwrap,/usr/bin/bwrap,1787121603,1787121603,ACTIVE,0,0
APP_151129_26890927,151129,26890927,glycin-image-rs,/usr/libexec/glycin-loaders/2+/glycin-image-rs,1787121603,1787121603,ACTIVE,0,0
APP_151736_26913044,151736,26913044,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_152042_26961268,152042,26961268,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_152119_26970120,152119,26970120,opencode,/home/rishi/.opencode/bin/opencode,1787121603,1787121603,ACTIVE,0,0
APP_153577_27054169,153577,27054169,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_157325_27432391,157325,27432391,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_158967_30068108,158967,30068108,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_159057_30070614,159057,30070614,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_162583_30343149,162583,30343149,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_163523_30452654,163523,30452654,seahorse,/usr/bin/seahorse,1787121603,1787121603,ACTIVE,0,0
APP_163779_30453168,163779,30453168,snap-store,/snap/snap-store/1390/bin/snap-store,1787121603,1787121603,ACTIVE,0,0
APP_166686_33772000,166686,33772000,chrome,/opt/google/chrome/chrome,1787121603,1787121603,ACTIVE,0,0
APP_168423_34477296,168423,34477296,gjs,/usr/bin/gjs-console,1787121603,1787121603,ACTIVE,0,0
APP_170183_34592507,170183,34592507,whatsapp-deskto,/snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux,1787121603,1787121603,ACTIVE,0,0
APP_170212_34595511,170212,34595511,bash,/usr/bin/bash,1787121603,1787121603,ACTIVE,0,0
APP_170213_34595512,170213,34595512,make,/usr/bin/make,1787121603,1787121603,ACTIVE,0,0
APP_170229_34595770,170229,34595770,localsearch-ext,/usr/libexec/localsearch-extractor-3,1787121603,1787121603,ACTIVE,0,0
APP_170248_34595936,170248,34595936,python3,/usr/bin/python3.14,1787121603,1787121603,ACTIVE,0,0
